1, ocean, minecraft:ocean, MONSTER, minecraft:spider, 80, 4, 4
12868, jungle, byg:jacaranda_forest_hills, MONSTER, minecraft:enderman, 5, 1, 4
12869, jungle, byg:jacaranda_forest_hills, MONSTER, minecraft:witch, 5, 1, 1
12870, jungle, byg:jacaranda_forest_hills, MONSTER, mowziesmobs:foliaath, 70, 1, 4
12871, jungle, byg:jacaranda_forest_hills, MONSTER, mowziesmobs:grottol, 10, 1, 1
12872, jungle, byg:jacaranda_forest_hills, MONSTER, alexsmobs:centipede_head, 10, 1, 1
12873, jungle, byg:jacaranda_forest_hills, MONSTER, alexsmobs:centipede_head, 10, 1, 1
12874, jungle, byg:jacaranda_forest_hills, MONSTER, mowziesmobs:foliaath, 70, 1, 4
12875, jungle, byg:jacaranda_forest_hills, MONSTER, mowziesmobs:grottol, 10, 1, 1
12876, jungle, byg:jacaranda_forest_hills, CREATURE, minecraft:sheep, 12, 4, 4
12877, jungle, byg:jacaranda_forest_hills, CREATURE, minecraft:pig, 10, 4, 4
12878, jungle, byg:jacaranda_forest_hills, CREATURE, minecraft:chicken, 10, 4, 4
12879, jungle, byg:jacaranda_forest_hills, CREATURE, minecraft:cow, 10, 4, 4
12880, jungle, byg:jacaranda_forest_hills, CREATURE, minecraft:wolf, 10, 4, 4
12881, jungle, byg:jacaranda_forest_hills, CREATURE, exoticbirds:lyrebird, 10, 2, 5
12882, jungle, byg:jacaranda_forest_hills, CREATURE, exoticbirds:hummingbird, 18, 2, 5
12883, jungle, byg:jacaranda_forest_hills, CREATURE, exoticbirds:budgerigar, 10, 2, 5
12884, jungle, byg:jacaranda_forest_hills, CREATURE, exoticbirds:cockatoo, 10, 2, 5
12885, jungle, byg:jacaranda_forest_hills, CREATURE, exoticbirds:gouldianfinch, 10, 2, 5
12886, jungle, byg:jacaranda_forest_hills, CREATURE, exoticbirds:macaw, 10, 2, 5
12887, jungle, byg:jacaranda_forest_hills, CREATURE, exoticbirds:toucan, 10, 2, 5
12888, jungle, byg:jacaranda_forest_hills, CREATURE, aquaculture:arrau_turtle, 10, 1, 2
12889, jungle, byg:jacaranda_forest_hills, CREATURE, alexsmobs:grizzly_bear, 10, 2, 3
12890, jungle, byg:jacaranda_forest_hills, CREATURE, alexsmobs:hummingbird, 39, 7, 7
12891, jungle, byg:jacaranda_forest_hills, CREATURE, alexsmobs:gorilla, 50, 7, 7
12892, jungle, byg:jacaranda_forest_hills, CREATURE, alexsmobs:capuchin_monkey, 55, 9, 16
12893, jungle, byg:jacaranda_forest_hills, CREATURE, alexsmobs:raccoon, 10, 2, 4
12894, jungle, byg:jacaranda_forest_hills, CREATURE, alexsmobs:crow, 10, 3, 5
12895, jungle, byg:jacaranda_forest_hills, CREATURE, alexsmobs:tasmanian_devil, 10, 1, 2
12896, jungle, byg:jacaranda_forest_hills, CREATURE, alexsmobs:grizzly_bear, 10, 2, 3
12897, jungle, byg:jacaranda_forest_hills, CREATURE, alexsmobs:hummingbird, 39, 7, 7
12898, jungle, byg:jacaranda_forest_hills, CREATURE, alexsmobs:gorilla, 50, 7, 7
12899, jungle, byg:jacaranda_forest_hills, CREATURE, alexsmobs:capuchin_monkey, 55, 9, 16
12900, jungle, byg:jacaranda_forest_hills, CREATURE, alexsmobs:raccoon, 10, 2, 4
12901, jungle, byg:jacaranda_forest_hills, CREATURE, alexsmobs:crow, 10, 3, 5
12902, jungle, byg:jacaranda_forest_hills, CREATURE, alexsmobs:tasmanian_devil, 10, 1, 2
12903, jungle, byg:jacaranda_forest_hills, AMBIENT, minecraft:bat, 10, 8, 8
12904, jungle, byg:jacaranda_forest_hills, AMBIENT, alexsmobs:fly, 10, 2, 3
12905, jungle, byg:jacaranda_forest_hills, AMBIENT, alexsmobs:cockroach, 10, 5, 5
12906, jungle, byg:jacaranda_forest_hills, AMBIENT, alexsmobs:fly, 10, 2, 3
12907, jungle, byg:jacaranda_forest_hills, AMBIENT, alexsmobs:cockroach, 10, 5, 5
12908, jungle, byg:jacaranda_forest_hills, WATER_AMBIENT, minecraft:tropical_fish, 20, 1, 8
12909, jungle, byg:jacaranda_forest_hills, pvj_ambient, projectvibrantjourneys:fly, 15, 1, 3
12910, jungle, byg:jacaranda_forest_hills, pvj_ambient, projectvibrantjourneys:snail, 30, 1, 3
12911, jungle, byg:jacaranda_forest_hills, pvj_ambient, projectvibrantjourneys:slug, 25, 1, 3
12912, jungle, byg:jacaranda_forest_hills, pvj_ambient, projectvibrantjourneys:small_spider, 10, 1, 1
12913, jungle, byg:jacaranda_forest_hills, pvj_ambient, projectvibrantjourneys:frog, 30, 1, 2
12914, jungle, byg:jacaranda_forest_hills, pvj_water_ambient, projectvibrantjourneys:clam, 10, 1, 3
12915, jungle, byg:jacaranda_forest_hills, pvj_night_ambient, projectvibrantjourneys:firefly, 30, 1, 5
12916, jungle, byg:jacaranda_forest_hills, pvj_night_ambient, projectvibrantjourneys:night_bat, 10, 1, 3
12917, swamp, byg:marshlands, MONSTER, minecraft:spider, 80, 4, 4
12918, swamp, byg:marshlands, MONSTER, minecraft:zombie, 80, 4, 4
12919, swamp, byg:marshlands, MONSTER, minecraft:zombie_villager, 10, 1, 1
12920, swamp, byg:marshlands, MONSTER, minecraft:skeleton, 80, 4, 4
12921, swamp, byg:marshlands, MONSTER, minecraft:creeper, 80, 4, 4
12922, swamp, byg:marshlands, MONSTER, minecraft:slime, 80, 4, 4
12923, swamp, byg:marshlands, MONSTER, minecraft:enderman, 5, 1, 4
12924, swamp, byg:marshlands, MONSTER, minecraft:witch, 5, 1, 1
12925, swamp, byg:marshlands, MONSTER, minecraft:slime, 10, 1, 1
12926, swamp, byg:marshlands, MONSTER, mowziesmobs:grottol, 10, 1, 1
12927, swamp, byg:marshlands, MONSTER, alexsmobs:centipede_head, 10, 1, 1
12928, swamp, byg:marshlands, MONSTER, alexsmobs:centipede_head, 10, 1, 1
12929, swamp, byg:marshlands, MONSTER, mowziesmobs:grottol, 10, 1, 1
12930, swamp, byg:marshlands, CREATURE, minecraft:sheep, 12, 4, 4
12931, swamp, byg:marshlands, CREATURE, minecraft:pig, 10, 4, 4
12932, swamp, byg:marshlands, CREATURE, minecraft:chicken, 10, 4, 4
12933, swamp, byg:marshlands, CREATURE, minecraft:cow, 10, 4, 4
12934, swamp, byg:marshlands, CREATURE, exoticbirds:flamingo, 10, 2, 5
12935, swamp, byg:marshlands, CREATURE, exoticbirds:hummingbird, 18, 2, 5
12936, swamp, byg:marshlands, CREATURE, exoticbirds:crane, 10, 2, 5
12937, swamp, byg:marshlands, CREATURE, exoticbirds:duck, 10, 2, 5
12938, swamp, byg:marshlands, CREATURE, exoticbirds:heron, 10, 2, 5
12939, swamp, byg:marshlands, CREATURE, exoticbirds:pigeon, 12, 2, 5
12940, swamp, byg:marshlands, CREATURE, aquaculture:box_turtle, 10, 1, 2
12941, swamp, byg:marshlands, CREATURE, alexsmobs:crocodile, 40, 1, 2
12942, swamp, byg:marshlands, CREATURE, alexsmobs:shoebill, 10, 1, 2
12943, swamp, byg:marshlands, CREATURE, alexsmobs:alligator_snapping_turtle, 20, 1, 2
12944, swamp, byg:marshlands, CREATURE, alexsmobs:crocodile, 40, 1, 2
12945, swamp, byg:marshlands, CREATURE, alexsmobs:shoebill, 10, 1, 2
12946, swamp, byg:marshlands, CREATURE, alexsmobs:alligator_snapping_turtle, 20, 1, 2
12947, swamp, byg:marshlands, AMBIENT, minecraft:bat, 10, 8, 8
12948, swamp, byg:marshlands, AMBIENT, alexsmobs:fly, 10, 2, 3
12949, swamp, byg:marshlands, AMBIENT, alexsmobs:cockroach, 10, 5, 5
12950, swamp, byg:marshlands, AMBIENT, alexsmobs:fly, 10, 2, 3
12951, swamp, byg:marshlands, AMBIENT, alexsmobs:cockroach, 10, 5, 5
12952, swamp, byg:marshlands, pvj_ambient, projectvibrantjourneys:fly, 15, 1, 3
12953, swamp, byg:marshlands, pvj_ambient, projectvibrantjourneys:snail, 30, 1, 3
12954, swamp, byg:marshlands, pvj_ambient, projectvibrantjourneys:slug, 25, 1, 3
12955, swamp, byg:marshlands, pvj_ambient, projectvibrantjourneys:small_spider, 10, 1, 1
12956, swamp, byg:marshlands, pvj_ambient, projectvibrantjourneys:frog, 30, 1, 2
12957, swamp, byg:marshlands, pvj_water_ambient, projectvibrantjourneys:clam, 10, 1, 3
12958, swamp, byg:marshlands, pvj_night_ambient, projectvibrantjourneys:firefly, 30, 1, 5
12959, swamp, byg:marshlands, pvj_night_ambient, projectvibrantjourneys:night_bat, 10, 1, 3
12960, desert, byg:oasis, MONSTER, minecraft:spider, 80, 4, 4
12961, desert, byg:oasis, MONSTER, minecraft:husk, 80, 4, 4
12962, desert, byg:oasis, MONSTER, minecraft:drowned, 80, 1, 1
12963, desert, byg:oasis, MONSTER, minecraft:zombie_villager, 10, 1, 1
12964, desert, byg:oasis, MONSTER, minecraft:skeleton, 80, 4, 4
12965, desert, byg:oasis, MONSTER, minecraft:creeper, 80, 4, 4
12966, desert, byg:oasis, MONSTER, minecraft:slime, 80, 4, 4
12967, desert, byg:oasis, MONSTER, minecraft:enderman, 5, 1, 4
12968, desert, byg:oasis, MONSTER, minecraft:witch, 5, 1, 1
12969, desert, byg:oasis, MONSTER, mowziesmobs:grottol, 10, 1, 1
12970, desert, byg:oasis, MONSTER, alexsmobs:centipede_head, 10, 1, 1
12971, desert, byg:oasis, MONSTER, alexsmobs:centipede_head, 10, 1, 1
12972, desert, byg:oasis, MONSTER, mowziesmobs:grottol, 10, 1, 1
12973, desert, byg:oasis, CREATURE, exoticbirds:roadrunner, 10, 2, 5
12974, desert, byg:oasis, CREATURE, exoticbirds:ostrich, 10, 2, 5
12975, desert, byg:oasis, CREATURE, alexsmobs:roadrunner, 10, 2, 2
12976, desert, byg:oasis, CREATURE, alexsmobs:rattlesnake, 12, 1, 2
12977, desert, byg:oasis, CREATURE, alexsmobs:tarantula_hawk, 10, 1, 1
12978, desert, byg:oasis, CREATURE, alexsmobs:roadrunner, 10, 2, 2
12979, desert, byg:oasis, CREATURE, alexsmobs:rattlesnake, 12, 1, 2
12980, desert, byg:oasis, CREATURE, alexsmobs:tarantula_hawk, 10, 1, 1
12981, desert, byg:oasis, AMBIENT, minecraft:bat, 10, 8, 8
12982, desert, byg:oasis, AMBIENT, alexsmobs:fly, 10, 2, 3
12983, desert, byg:oasis, AMBIENT, alexsmobs:cockroach, 10, 5, 5
12984, desert, byg:oasis, AMBIENT, alexsmobs:fly, 10, 2, 3
12985, desert, byg:oasis, AMBIENT, alexsmobs:cockroach, 10, 5, 5
12986, swamp, byg:polluted_lake, MONSTER, minecraft:spider, 80, 4, 4
12987, swamp, byg:polluted_lake, MONSTER, minecraft:zombie, 80, 4, 4
12988, swamp, byg:polluted_lake, MONSTER, minecraft:drowned, 80, 1, 1
12989, swamp, byg:polluted_lake, MONSTER, minecraft:zombie_villager, 10, 1, 1
12990, swamp, byg:polluted_lake, MONSTER, minecraft:skeleton, 80, 4, 4
12991, swamp, byg:polluted_lake, MONSTER, minecraft:creeper, 80, 4, 4
12992, swamp, byg:polluted_lake, MONSTER, minecraft:slime, 80, 4, 4
12993, swamp, byg:polluted_lake, MONSTER, minecraft:enderman, 5, 1, 4
12994, swamp, byg:polluted_lake, MONSTER, minecraft:witch, 5, 1, 1
12995, swamp, byg:polluted_lake, MONSTER, mowziesmobs:grottol, 10, 1, 1
12996, swamp, byg:polluted_lake, MONSTER, alexsmobs:centipede_head, 10, 1, 1
12997, swamp, byg:polluted_lake, MONSTER, alexsmobs:centipede_head, 10, 1, 1
12998, swamp, byg:polluted_lake, MONSTER, mowziesmobs:grottol, 10, 1, 1
12999, swamp, byg:polluted_lake, CREATURE, exoticbirds:flamingo, 10, 2, 5
13000, swamp, byg:polluted_lake, CREATURE, exoticbirds:hummingbird, 18, 2, 5
13001, swamp, byg:polluted_lake, CREATURE, exoticbirds:crane, 10, 2, 5
13002, swamp, byg:polluted_lake, CREATURE, exoticbirds:duck, 10, 2, 5
13003, swamp, byg:polluted_lake, CREATURE, exoticbirds:heron, 10, 2, 5
13004, swamp, byg:polluted_lake, CREATURE, exoticbirds:pigeon, 12, 2, 5
13005, swamp, byg:polluted_lake, AMBIENT, minecraft:bat, 10, 8, 8
13006, swamp, byg:polluted_lake, AMBIENT, alexsmobs:fly, 10, 2, 3
13007, swamp, byg:polluted_lake, AMBIENT, alexsmobs:cockroach, 10, 5, 5
13008, swamp, byg:polluted_lake, AMBIENT, alexsmobs:fly, 10, 2, 3
13009, swamp, byg:polluted_lake, AMBIENT, alexsmobs:cockroach, 10, 5, 5
13010, plains, byg:prairie_clearing, MONSTER, minecraft:spider, 80, 4, 4
13011, plains, byg:prairie_clearing, MONSTER, minecraft:zombie, 80, 4, 4
13012, plains, byg:prairie_clearing, MONSTER, minecraft:zombie_villager, 10, 1, 1
13013, plains, byg:prairie_clearing, MONSTER, minecraft:skeleton, 80, 4, 4
13014, plains, byg:prairie_clearing, MONSTER, minecraft:creeper, 80, 4, 4
13015, plains, byg:prairie_clearing, MONSTER, minecraft:slime, 80, 4, 4
13016, plains, byg:prairie_clearing, MONSTER, minecraft:enderman, 5, 1, 4
13017, plains, byg:prairie_clearing, MONSTER, minecraft:witch, 5, 1, 1
13018, plains, byg:prairie_clearing, MONSTER, mowziesmobs:grottol, 10, 1, 1
13019, plains, byg:prairie_clearing, MONSTER, alexsmobs:centipede_head, 10, 1, 1
13020, plains, byg:prairie_clearing, MONSTER, alexsmobs:centipede_head, 10, 1, 1
13021, plains, byg:prairie_clearing, MONSTER, mowziesmobs:grottol, 10, 1, 1
13022, plains, byg:prairie_clearing, CREATURE, minecraft:sheep, 12, 4, 4
13023, plains, byg:prairie_clearing, CREATURE, minecraft:pig, 10, 4, 4
13024, plains, byg:prairie_clearing, CREATURE, minecraft:chicken, 10, 4, 4
13025, plains, byg:prairie_clearing, CREATURE, minecraft:cow, 10, 4, 4
13026, plains, byg:prairie_clearing, CREATURE, minecraft:horse, 10, 2, 6
13027, plains, byg:prairie_clearing, CREATURE, minecraft:donkey, 10, 1, 3
13028, plains, byg:prairie_clearing, CREATURE, exoticbirds:hummingbird, 18, 2, 5
13029, plains, byg:prairie_clearing, CREATURE, exoticbirds:peafowl, 10, 2, 5
13030, plains, byg:prairie_clearing, CREATURE, exoticbirds:cassowary, 10, 2, 5
13031, plains, byg:prairie_clearing, CREATURE, exoticbirds:pigeon, 12, 2, 5
13032, plains, byg:prairie_clearing, CREATURE, alexsmobs:raccoon, 10, 2, 4
13033, plains, byg:prairie_clearing, CREATURE, alexsmobs:crow, 10, 3, 5
13034, plains, byg:prairie_clearing, CREATURE, alexsmobs:raccoon, 10, 2, 4
13035, plains, byg:prairie_clearing, CREATURE, alexsmobs:crow, 10, 3, 5
13036, plains, byg:prairie_clearing, AMBIENT, minecraft:bat, 10, 8, 8
13037, plains, byg:prairie_clearing, AMBIENT, alexsmobs:fly, 10, 2, 3
13038, plains, byg:prairie_clearing, AMBIENT, alexsmobs:cockroach, 10, 5, 5
13039, plains, byg:prairie_clearing, AMBIENT, alexsmobs:fly, 10, 2, 3
13040, plains, byg:prairie_clearing, AMBIENT, alexsmobs:cockroach, 10, 5, 5
13041, plains, byg:prairie_clearing, pvj_ambient, projectvibrantjourneys:fly, 15, 1, 3
13042, plains, byg:prairie_clearing, pvj_ambient, projectvibrantjourneys:snail, 30, 1, 3
13043, plains, byg:prairie_clearing, pvj_ambient, projectvibrantjourneys:slug, 25, 1, 3
13044, plains, byg:prairie_clearing, pvj_ambient, projectvibrantjourneys:small_spider, 10, 1, 1
13045, plains, byg:prairie_clearing, pvj_water_ambient, projectvibrantjourneys:clam, 10, 1, 3
13046, plains, byg:prairie_clearing, pvj_night_ambient, projectvibrantjourneys:firefly, 30, 1, 5
13047, plains, byg:prairie_clearing, pvj_night_ambient, projectvibrantjourneys:night_bat, 10, 1, 3
13048, forest, byg:red_oak_forest_hills, MONSTER, minecraft:spider, 80, 4, 4
13049, forest, byg:red_oak_forest_hills, MONSTER, minecraft:zombie, 80, 4, 4
13050, forest, byg:red_oak_forest_hills, MONSTER, minecraft:zombie_villager, 10, 1, 1
13051, forest, byg:red_oak_forest_hills, MONSTER, minecraft:skeleton, 80, 4, 4
13052, forest, byg:red_oak_forest_hills, MONSTER, minecraft:creeper, 80, 4, 4
13053, forest, byg:red_oak_forest_hills, MONSTER, minecraft:slime, 80, 4, 4
13054, forest, byg:red_oak_forest_hills, MONSTER, minecraft:enderman, 5, 1, 4
13055, forest, byg:red_oak_forest_hills, MONSTER, minecraft:witch, 5, 1, 1
13056, forest, byg:red_oak_forest_hills, MONSTER, mowziesmobs:grottol, 10, 1, 1
13057, forest, byg:red_oak_forest_hills, MONSTER, alexsmobs:centipede_head, 10, 1, 1
13058, forest, byg:red_oak_forest_hills, MONSTER, alexsmobs:centipede_head, 10, 1, 1
13059, forest, byg:red_oak_forest_hills, MONSTER, mowziesmobs:grottol, 10, 1, 1
13060, forest, byg:red_oak_forest_hills, CREATURE, minecraft:sheep, 12, 4, 4
13061, forest, byg:red_oak_forest_hills, CREATURE, minecraft:pig, 10, 4, 4
13062, forest, byg:red_oak_forest_hills, CREATURE, minecraft:chicken, 10, 4, 4
13063, forest, byg:red_oak_forest_hills, CREATURE, minecraft:cow, 10, 4, 4
13064, forest, byg:red_oak_forest_hills, CREATURE, minecraft:wolf, 10, 4, 4
13065, forest, byg:red_oak_forest_hills, CREATURE, exoticbirds:bluejay, 12, 2, 5
13066, forest, byg:red_oak_forest_hills, CREATURE, exoticbirds:cardinal, 12, 2, 5
13067, forest, byg:red_oak_forest_hills, CREATURE, exoticbirds:robin, 12, 2, 5
13068, forest, byg:red_oak_forest_hills, CREATURE, exoticbirds:lyrebird, 10, 2, 5
13069, forest, byg:red_oak_forest_hills, CREATURE, exoticbirds:hummingbird, 18, 2, 5
13070, forest, byg:red_oak_forest_hills, CREATURE, exoticbirds:peafowl, 10, 2, 5
13071, forest, byg:red_oak_forest_hills, CREATURE, exoticbirds:magpie, 12, 2, 5
13072, forest, byg:red_oak_forest_hills, CREATURE, exoticbirds:cassowary, 10, 2, 5
13073, forest, byg:red_oak_forest_hills, CREATURE, exoticbirds:kiwi, 10, 2, 5
13074, forest, byg:red_oak_forest_hills, CREATURE, exoticbirds:pigeon, 12, 2, 5
13075, forest, byg:red_oak_forest_hills, CREATURE, exoticbirds:woodpecker, 12, 2, 5
13076, forest, byg:red_oak_forest_hills, CREATURE, alexsmobs:grizzly_bear, 10, 2, 3
13077, forest, byg:red_oak_forest_hills, CREATURE, alexsmobs:raccoon, 10, 2, 4
13078, forest, byg:red_oak_forest_hills, CREATURE, alexsmobs:crow, 10, 3, 5
13079, forest, byg:red_oak_forest_hills, CREATURE, alexsmobs:tasmanian_devil, 10, 1, 2
13080, forest, byg:red_oak_forest_hills, CREATURE, alexsmobs:grizzly_bear, 10, 2, 3
13081, forest, byg:red_oak_forest_hills, CREATURE, alexsmobs:raccoon, 10, 2, 4
13082, forest, byg:red_oak_forest_hills, CREATURE, alexsmobs:crow, 10, 3, 5
13083, forest, byg:red_oak_forest_hills, CREATURE, alexsmobs:tasmanian_devil, 10, 1, 2
13084, forest, byg:red_oak_forest_hills, AMBIENT, minecraft:bat, 10, 8, 8
13085, forest, byg:red_oak_forest_hills, AMBIENT, alexsmobs:fly, 10, 2, 3
13086, forest, byg:red_oak_forest_hills, AMBIENT, alexsmobs:cockroach, 10, 5, 5
13087, forest, byg:red_oak_forest_hills, AMBIENT, alexsmobs:fly, 10, 2, 3
13088, forest, byg:red_oak_forest_hills, AMBIENT, alexsmobs:cockroach, 10, 5, 5
13089, forest, byg:red_oak_forest_hills, pvj_ambient, projectvibrantjourneys:fly, 15, 1, 3
13090, forest, byg:red_oak_forest_hills, pvj_ambient, projectvibrantjourneys:snail, 30, 1, 3
13091, forest, byg:red_oak_forest_hills, pvj_ambient, projectvibrantjourneys:slug, 25, 1, 3
13092, forest, byg:red_oak_forest_hills, pvj_ambient, projectvibrantjourneys:small_spider, 10, 1, 1
13093, forest, byg:red_oak_forest_hills, pvj_water_ambient, projectvibrantjourneys:clam, 10, 1, 3
13094, forest, byg:red_oak_forest_hills, pvj_night_ambient, projectvibrantjourneys:firefly, 30, 1, 5
13095, forest, byg:red_oak_forest_hills, pvj_night_ambient, projectvibrantjourneys:night_bat, 10, 1, 3
13096, plains, byg:red_rock_lowlands, MONSTER, minecraft:spider, 80, 4, 4
13097, plains, byg:red_rock_lowlands, MONSTER, minecraft:husk, 80, 4, 4
13098, plains, byg:red_rock_lowlands, MONSTER, minecraft:zombie_villager, 10, 1, 1
13099, plains, byg:red_rock_lowlands, MONSTER, minecraft:skeleton, 80, 4, 4
13100, plains, byg:red_rock_lowlands, MONSTER, minecraft:creeper, 80, 4, 4
13101, plains, byg:red_rock_lowlands, MONSTER, minecraft:slime, 80, 4, 4
13102, plains, byg:red_rock_lowlands, MONSTER, minecraft:enderman, 5, 1, 4
13103, plains, byg:red_rock_lowlands, MONSTER, minecraft:witch, 5, 1, 1
13104, plains, byg:red_rock_lowlands, MONSTER, mowziesmobs:grottol, 10, 1, 1
13105, plains, byg:red_rock_lowlands, MONSTER, alexsmobs:centipede_head, 10, 1, 1
13106, plains, byg:red_rock_lowlands, MONSTER, alexsmobs:centipede_head, 10, 1, 1
13107, plains, byg:red_rock_lowlands, MONSTER, mowziesmobs:grottol, 10, 1, 1
13108, plains, byg:red_rock_lowlands, CREATURE, minecraft:rabbit, 10, 2, 3
13109, plains, byg:red_rock_lowlands, CREATURE, exoticbirds:hummingbird, 18, 2, 5
13110, plains, byg:red_rock_lowlands, CREATURE, exoticbirds:peafowl, 10, 2, 5
13111, plains, byg:red_rock_lowlands, CREATURE, exoticbirds:cassowary, 10, 2, 5
13112, plains, byg:red_rock_lowlands, AMBIENT, minecraft:bat, 10, 8, 8
13113, plains, byg:red_rock_lowlands, AMBIENT, alexsmobs:fly, 10, 2, 3
13114, plains, byg:red_rock_lowlands, AMBIENT, alexsmobs:cockroach, 10, 5, 5
13115, plains, byg:red_rock_lowlands, AMBIENT, alexsmobs:fly, 10, 2, 3
13116, plains, byg:red_rock_lowlands, AMBIENT, alexsmobs:cockroach, 10, 5, 5
13117, plains, byg:red_rock_lowlands, pvj_ambient, projectvibrantjourneys:fly, 15, 1, 3
13118, plains, byg:red_rock_lowlands, pvj_ambient, projectvibrantjourneys:snail, 30, 1, 3
13119, plains, byg:red_rock_lowlands, pvj_ambient, projectvibrantjourneys:slug, 25, 1, 3
13120, plains, byg:red_rock_lowlands, pvj_ambient, projectvibrantjourneys:small_spider, 10, 1, 1
13121, plains, byg:red_rock_lowlands, pvj_water_ambient, projectvibrantjourneys:clam, 10, 1, 3
13122, plains, byg:red_rock_lowlands, pvj_night_ambient, projectvibrantjourneys:firefly, 30, 1, 5
13123, plains, byg:red_rock_lowlands, pvj_night_ambient, projectvibrantjourneys:night_bat, 10, 1, 3
13124, plains, byg:red_rock_highlands, MONSTER, minecraft:spider, 80, 4, 4
13125, plains, byg:red_rock_highlands, MONSTER, minecraft:husk, 80, 4, 4
13126, plains, byg:red_rock_highlands, MONSTER, minecraft:zombie_villager, 10, 1, 1
13127, plains, byg:red_rock_highlands, MONSTER, minecraft:skeleton, 80, 4, 4
13128, plains, byg:red_rock_highlands, MONSTER, minecraft:creeper, 80, 4, 4
13129, plains, byg:red_rock_highlands, MONSTER, minecraft:slime, 80, 4, 4
13130, plains, byg:red_rock_highlands, MONSTER, minecraft:enderman, 5, 1, 4
13131, plains, byg:red_rock_highlands, MONSTER, minecraft:witch, 5, 1, 1
13132, plains, byg:red_rock_highlands, MONSTER, mowziesmobs:grottol, 10, 1, 1
13133, plains, byg:red_rock_highlands, MONSTER, alexsmobs:centipede_head, 10, 1, 1
13134, plains, byg:red_rock_highlands, MONSTER, alexsmobs:centipede_head, 10, 1, 1
13135, plains, byg:red_rock_highlands, MONSTER, mowziesmobs:grottol, 10, 1, 1
13136, plains, byg:red_rock_highlands, CREATURE, minecraft:rabbit, 10, 2, 3
13137, plains, byg:red_rock_highlands, CREATURE, exoticbirds:hummingbird, 18, 2, 5
13138, plains, byg:red_rock_highlands, CREATURE, exoticbirds:peafowl, 10, 2, 5
13139, plains, byg:red_rock_highlands, CREATURE, exoticbirds:cassowary, 10, 2, 5
13140, plains, byg:red_rock_highlands, CREATURE, alexsmobs:sunbird, 10, 1, 1
13141, plains, byg:red_rock_highlands, CREATURE, alexsmobs:sunbird, 10, 1, 1
13142, plains, byg:red_rock_highlands, AMBIENT, minecraft:bat, 10, 8, 8
13143, plains, byg:red_rock_highlands, AMBIENT, alexsmobs:fly, 10, 2, 3
13144, plains, byg:red_rock_highlands, AMBIENT, alexsmobs:cockroach, 10, 5, 5
13145, plains, byg:red_rock_highlands, AMBIENT, alexsmobs:fly, 10, 2, 3
13146, plains, byg:red_rock_highlands, AMBIENT, alexsmobs:cockroach, 10, 5, 5
13147, plains, byg:red_rock_highlands, pvj_ambient, projectvibrantjourneys:fly, 15, 1, 3
13148, plains, byg:red_rock_highlands, pvj_ambient, projectvibrantjourneys:snail, 30, 1, 3
13149, plains, byg:red_rock_highlands, pvj_ambient, projectvibrantjourneys:slug, 25, 1, 3
13150, plains, byg:red_rock_highlands, pvj_ambient, projectvibrantjourneys:small_spider, 10, 1, 1
13151, plains, byg:red_rock_highlands, pvj_water_ambient, projectvibrantjourneys:clam, 10, 1, 3
13152, plains, byg:red_rock_highlands, pvj_night_ambient, projectvibrantjourneys:firefly, 30, 1, 5
13153, plains, byg:red_rock_highlands, pvj_night_ambient, projectvibrantjourneys:night_bat, 10, 1, 3
13154, plains, byg:wooded_red_rock_mountains, MONSTER, minecraft:spider, 80, 4, 4
13155, plains, byg:wooded_red_rock_mountains, MONSTER, minecraft:husk, 80, 4, 4
13156, plains, byg:wooded_red_rock_mountains, MONSTER, minecraft:zombie_villager, 10, 1, 1
13157, plains, byg:wooded_red_rock_mountains, MONSTER, minecraft:skeleton, 80, 4, 4
13158, plains, byg:wooded_red_rock_mountains, MONSTER, minecraft:creeper, 80, 4, 4
13159, plains, byg:wooded_red_rock_mountains, MONSTER, minecraft:slime, 80, 4, 4
13160, plains, byg:wooded_red_rock_mountains, MONSTER, minecraft:enderman, 5, 1, 4
13161, plains, byg:wooded_red_rock_mountains, MONSTER, minecraft:witch, 5, 1, 1
13162, plains, byg:wooded_red_rock_mountains, MONSTER, mowziesmobs:grottol, 10, 1, 1
13163, plains, byg:wooded_red_rock_mountains, MONSTER, alexsmobs:centipede_head, 10, 1, 1
13164, plains, byg:wooded_red_rock_mountains, MONSTER, alexsmobs:centipede_head, 10, 1, 1
13165, plains, byg:wooded_red_rock_mountains, MONSTER, mowziesmobs:grottol, 10, 1, 1
13166, plains, byg:wooded_red_rock_mountains, CREATURE, minecraft:rabbit, 10, 2, 3
13167, plains, byg:wooded_red_rock_mountains, CREATURE, exoticbirds:hummingbird, 18, 2, 5
13168, plains, byg:wooded_red_rock_mountains, CREATURE, exoticbirds:peafowl, 10, 2, 5
13169, plains, byg:wooded_red_rock_mountains, CREATURE, exoticbirds:cassowary, 10, 2, 5
13170, plains, byg:wooded_red_rock_mountains, CREATURE, alexsmobs:sunbird, 10, 1, 1
13171, plains, byg:wooded_red_rock_mountains, CREATURE, alexsmobs:sunbird, 10, 1, 1
13172, plains, byg:wooded_red_rock_mountains, AMBIENT, minecraft:bat, 10, 8, 8
13173, plains, byg:wooded_red_rock_mountains, AMBIENT, alexsmobs:fly, 10, 2, 3
13174, plains, byg:wooded_red_rock_mountains, AMBIENT, alexsmobs:cockroach, 10, 5, 5
13175, plains, byg:wooded_red_rock_mountains, AMBIENT, alexsmobs:fly, 10, 2, 3
